id	accession	length	mature_length	signal_peptide_end	has_signal_peptide	n_cysteines	mature_n_cysteines	organism	taxonomy_id	protein_name	gene_name	interpro_domains
sp|P86818|BRK8_PHYSG	P86818	11	11	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6]-phyllokinin		
sp|P86819|BRK9_PHYSG	P86819	10	10	0	False	0	0.0	Physalaemus signifer	364768	Des-Arg1-[Thr6]-phyllokinin		
sp|P86820|BRK10_PHYSG	P86820	8	8	0	False	0	0.0	Physalaemus signifer	364768	Des-Arg1,Pro2,Pro3-[Thr6]-phyllokinin		
sp|P86828|NDB4V_TITSE	P86828	8	8	0	False	0	0.0	Tityus serrulatus	6887	Venom peptide 7.1		
sp|P86942|CUGA_CONPB	P86942	11	11	0	False	4	4.0	Conus pictus	1042615	Conotoxin pc16a		
sp|Q7LZ24|SLLC2_VIPAP	Q7LZ24	13	13	0	False	2	2.0	Vipera aspis aspis	194601	Snaclec coagulation factor X-activating enzyme light chain 2		
sp|Q7LZ26|XI_DEIAC	Q7LZ26	12	12	0	False	0	0.0	Deinagkistrodon acutus	36307	Coagulation factor X inhibitor		
sp|Q7LZ52|BRKP_PITRO	Q7LZ52	11	11	0	False	0	0.0	Pithecopus rohdei	8394	Phyllokinin		
sp|Q7LZ53|BRK3_PELNI	Q7LZ53	14	14	0	False	0	0.0	Pelophylax nigromaculatus	8409	Bradykinin-like peptide 3		
sp|Q7LZ54|BRK1_PELNI	Q7LZ54	9	9	0	False	0	0.0	Pelophylax nigromaculatus	8409	Bradykinin-like peptide 1		
sp|Q7LZF4|VSP4A_CERCE	Q7LZF4	15	15	0	False	0	0.0	Cerastes cerastes	8697	Snake venom serine protease IVa		
sp|Q7LZJ1|VM1_CROMN	Q7LZJ1	12	12	0	False	0	0.0	Crotalus molossus nigrescens	8734	Snake venom metalloproteinase		
sp|Q7M3P1|TXV1_PHONI	Q7M3P1	8	8	0	False	0	0.0	Phoneutria nigriventer	6918	U28-ctenitoxin-Pn1a		
sp|Q7M3T2|BRK_VESXA	Q7M3T2	12	12	0	False	0	0.0	Vespa xanthoptera	7448	Vespakinin-X		
sp|Q7M3T3|BRK_VESMA	Q7M3T3	12	12	0	False	0	0.0	Vespa mandarinia	7446	Vespakinin-M		
sp|Q86QT2|APAM_APICC	Q86QT2	19	-8	27	True	4		Apis cerana cerana	94128	Apamin		IPR035361
sp|Q8I6R5|CA12_CONIM	Q8I6R5	17	17	0	False	4	4.0	Conus imperialis	35631	Alpha-conotoxin ImII		
sp|Q9BP45|M233_CONPE	Q9BP45	20	20	0	False	6	6.0	Conus pennaceus	37335	Conotoxin PnMLKM-D0211		
sp|Q9BP49|CUU1_CONTS	Q9BP49	20	20	0	False	4	4.0	Conus tessulatus	101317	Conotoxin TsMEKL-02		
sp|Q9PRW2|VSP3_CROAT	Q9PRW2	15	15	0	False	1	1.0	Crotalus atrox	8730	Alpha-fibrinogenase A3		
sp|Q9PRW3|VSPA2_CROAT	Q9PRW3	15	15	0	False	1	1.0	Crotalus atrox	8730	Alpha-fibrinogenase A2		
sp|Q9PRW4|VSPA1_CROAT	Q9PRW4	21	21	0	False	1	1.0	Crotalus atrox	8730	Alpha-fibrinogenase A1		
sp|Q9PRZ1|BRK_ONCMY	Q9PRZ1	10	10	0	False	0	0.0	Oncorhynchus mykiss	8022	Lysyl-bradykinin-like		
sp|Q9TWR4|NDB11_TITSE	Q9TWR4	13	13	0	False	0	0.0	Tityus serrulatus	6887	Bradykinin-potentiating peptide T		
sp|Q9TWR5|TXV2_PHONI	Q9TWR5	20	20	0	False	2	2.0	Phoneutria nigriventer	6918	U27-ctenitoxin-Pn1a		
sp|X1WB75|CA1A_CONLG	X1WB75	18	18	0	False	4	4.0	Conasprella longurionis	1077918	Alpha-conotoxin Lo1a		IPR009958,IPR018072
