Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q6Q250	reviewed	PA13_POLDO	Phospholipase A1 3 (PLA1 3) (EC 3.1.1.32) (allergen Pol d 1)		Polistes dominula (European paper wasp) (Vespa dominula)	316
Q6Q251	reviewed	PA12_POLDO	Phospholipase A1 2 (PLA1 2) (EC 3.1.1.32) (allergen Pol d 1)		Polistes dominula (European paper wasp) (Vespa dominula)	316
Q6Q252	reviewed	PA11_POLDO	Phospholipase A1 1 (PLA1 1) (EC 3.1.1.32) (allergen Pol d 1)		Polistes dominula (European paper wasp) (Vespa dominula)	337
Q6Q3F5	reviewed	SIDT1_RAT	SID1 transmembrane family member 1	Sidt1	Rattus norvegicus (Rat)	831
Q6Q7D1	reviewed	DHI1L_BOVIN	Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3)	HSD11B1L HSD3	Bos taurus (Bovine)	287
Q6Q7D2	reviewed	DHI1L_MACFA	Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3)	HSD11B1L HSD3 QccE-13246	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	287
Q6QD55	reviewed	CYS2_ORNMO	Cystatin-2 (Cystatin OmC2)		Ornithodoros moubata (Soft tick) (Argasid tick)	128
Q6QLQ7	reviewed	GLL12_CHICK	Gallinacin-12 (Gal-12) (Beta-defensin 12) (Gallinacin-10) (Gal-10)	GAL12	Gallus gallus (Chicken)	65
Q6QLR3	reviewed	GLL6_CHICK	Gallinacin-6 (Gal 6) (Beta-defensin 6) (Gallinacin-4) (Gal-4)	GAL6	Gallus gallus (Chicken)	67
Q6QN06	reviewed	MGP_CHILA	Matrix Gla protein (MGP)	MGP	Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	103
Q6QUN5	reviewed	TREM1_BOVIN	Triggering receptor expressed on myeloid cells 1 (TREM-1) (CD antigen CD354)	TREM1	Bos taurus (Bovine)	232
Q6QZV5	reviewed	CYS1_ORNMO	Cystatin-1		Ornithodoros moubata (Soft tick) (Argasid tick)	128
Q6R2R2	reviewed	CTF2_PANTR	Cardiotrophin-2 (CT-2) (Neuropoietin) (Np)	CTF2	Pan troglodytes (Chimpanzee)	203
Q6RUU0	reviewed	PTX4_MOUSE	Pentraxin-4	Ptx4	Mus musculus (Mouse)	478
Q6RXL1	reviewed	SFTPA_BOVIN	Pulmonary surfactant-associated protein A (PSAP) (PSP-A) (SP-A)	SFTPA1 SFTPA	Bos taurus (Bovine)	248
Q6SI68	reviewed	FSHB_MASCO	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	FSHB	Mastomys coucha (Southern multimammate mouse) (Praomys coucha)	130
Q6SV86	reviewed	FSHB_BUBBU	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	FSHB	Bubalus bubalis (Domestic water buffalo)	129
Q6T6C1	reviewed	THMYZ_THETS	Theromyzin		Theromyzon tessulatum (Duck leech)	107
Q6T6C2	reviewed	THMAC_THETS	Theromacin		Theromyzon tessulatum (Duck leech)	97
Q6T6S5	reviewed	VKT2_BITGA	Kunitz-type serine protease inhibitor bitisilin-2 (BG-15) (Kunitz protease inhibitor 2)		Bitis gabonica (Gaboon adder) (Gaboon viper)	90
Q6T6S7	reviewed	VSPH1_BITGA	Snake venom serine protease homolog 1 (Venom serine proteinase-like protein 1)		Bitis gabonica (Gaboon adder) (Gaboon viper)	260
Q6T6T2	reviewed	DID2_BITGA	Disintegrin gabonin-2 (Bitisgabonin-2)		Bitis gabonica (Gaboon adder) (Gaboon viper)	128
Q6T6T4	reviewed	CYT_BITGA	Bitiscystatin (Cystatin)		Bitis gabonica (Gaboon adder) (Gaboon viper)	140
Q6T6T5	reviewed	VKT1_BITGA	Kunitz-type serine protease inhibitor bitisilin-1 (BG-11) (Kunitz protease inhibitor 1)		Bitis gabonica (Gaboon adder) (Gaboon viper)	90
Q6T7B7	reviewed	LEC1_BITGA	C-type lectin 1 (CTL)		Bitis gabonica (Gaboon adder) (Gaboon viper)	159
Q6TA48	reviewed	MPTX_RAT	Mucosal pentraxin	Mptx1 Mptx	Rattus norvegicus (Rat)	219
Q6TPG9	reviewed	SLOB_PROMU	Snaclec mucrocetin subunit beta		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	148
Q6TU36	reviewed	DFB50_MOUSE	Beta-defensin 50 (BD-50) (mBD-50) (Defensin, beta 37) (Defensin, beta 50) (Prostate beta-defensin 1)	Defb50 Defb37 Pbd1	Mus musculus (Mouse)	73
Q6TYI6	reviewed	TREM1_PIG	Triggering receptor expressed on myeloid cells 1 (TREM-1) (CD antigen CD354)	TREM1	Sus scrofa (Pig)	238
Q6U830	reviewed	FSHB_MERUN	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	FSHB	Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus)	129
Q6UQ28	reviewed	PLET1_HUMAN	Placenta-expressed transcript 1 protein	PLET1 C11orf34	Homo sapiens (Human)	207
Q6UW10	reviewed	SFTA2_HUMAN	Surfactant-associated protein 2 (Surfactant-associated protein G) (SP-G)	SFTA2 SFTPG UNQ541/PRO1098	Homo sapiens (Human)	78
Q6UW49	reviewed	SPESP_HUMAN	Sperm equatorial segment protein 1 (SP-ESP) (Equatorial segment protein) (ESP) (Glycosylated 38 kDa sperm protein C-7/8)	SPESP1 UNQ732/PRO1418	Homo sapiens (Human)	350
Q6UWE3	reviewed	COLL2_HUMAN	Colipase-like protein 2	CLPSL2 C6orf126 UNQ3045/PRO9861	Homo sapiens (Human)	100
Q6UWF7	reviewed	NXPE4_HUMAN	NXPE family member 4 (Protein FAM55D)	NXPE4 C11orf33 FAM55D UNQ3018/PRO9799	Homo sapiens (Human)	544
Q6UWI4	reviewed	SHSA2_HUMAN	Protein shisa-2 homolog (Transmembrane protein 46)	SHISA2 C13orf13 TMEM46 UNQ9166/PRO28631	Homo sapiens (Human)	295
Q6UWJ8	reviewed	C16L2_HUMAN	CD164 sialomucin-like 2 protein	CD164L2 UNQ6122/PRO20044	Homo sapiens (Human)	174
Q6UWN0	reviewed	LYPD4_HUMAN	Ly6/PLAUR domain-containing protein 4	LYPD4 UNQ2552/PRO6181	Homo sapiens (Human)	246
Q6UWN8	reviewed	ISK6_HUMAN	Serine protease inhibitor Kazal-type 6 (Kallikrein inhibitor)	SPINK6 UNQ844/PRO1782	Homo sapiens (Human)	80
Q6UWP8	reviewed	SBSN_HUMAN	Suprabasin	SBSN UNQ698/PRO1343	Homo sapiens (Human)	590
Q6UWQ5	reviewed	LYZL1_HUMAN	Lysozyme-like protein 1 (EC 3.2.1.17)	LYZL1 LYC2 UNQ648/PRO1278	Homo sapiens (Human)	148
Q6UWU2	reviewed	GLB1L_HUMAN	Beta-galactosidase-1-like protein (EC 3.2.1.23)	GLB1L UNQ229/PRO262	Homo sapiens (Human)	654
Q6UWX4	reviewed	HIPL2_HUMAN	HHIP-like protein 2	HHIPL2 HHIP3 KIAA1822L UNQ841/PRO1779	Homo sapiens (Human)	724
Q6UWY5	reviewed	OLFL1_HUMAN	Olfactomedin-like protein 1	OLFML1 UNQ564/PRO1126	Homo sapiens (Human)	402
Q6UX82	reviewed	LYPD8_HUMAN	Ly6/PLAUR domain-containing protein 8	LYPD8 UNQ511/PRO1026	Homo sapiens (Human)	237
Q6UXB1	reviewed	IGFL3_HUMAN	Insulin growth factor-like family member 3	IGFL3 UNQ483/PRO982	Homo sapiens (Human)	125
Q6UXB3	reviewed	LYPD2_HUMAN	Ly6/PLAUR domain-containing protein 2	LYPD2 LYPDC2 UNQ430/PRO788	Homo sapiens (Human)	125
Q6UXF7	reviewed	CL18B_HUMAN	C-type lectin domain family 18 member B (Mannose receptor-like protein 1)	CLEC18B MRLP1 UNQ306/PRO347	Homo sapiens (Human)	455
Q6UXS0	reviewed	CL19A_HUMAN	C-type lectin domain family 19 member A	CLEC19A UNQ5810/PRO19627	Homo sapiens (Human)	186
Q6UXU6	reviewed	TMM92_HUMAN	Transmembrane protein 92	TMEM92 UNQ5801/PRO19608	Homo sapiens (Human)	159
Q6UXV1	reviewed	IZUM2_HUMAN	Izumo sperm-egg fusion protein 2	IZUMO2 C19orf41 SCRL UNQ6978/PRO21961	Homo sapiens (Human)	221
Q6UY18	reviewed	LIGO4_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4 (Leucine-rich repeat neuronal protein 6D)	LINGO4 LRRN6D UNQ9248/PRO34002	Homo sapiens (Human)	593
Q6UY27	reviewed	PATE2_HUMAN	Prostate and testis expressed protein 2 (PATE-like protein M) (PATE-M)	PATE2 C11orf38 UNQ3112/PRO10144	Homo sapiens (Human)	113
Q6V0K7	reviewed	OIT3_RAT	Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)	Oit3 Lzp	Rattus norvegicus (Rat)	546
Q6V115	reviewed	OVAL_COTCO	Ovalbumin (Egg albumin)	SERPINB14	Coturnix coturnix (Common quail) (Tetrao coturnix)	383
Q6V9X0	reviewed	SLPI_SHEEP	Antileukoproteinase (ALP) (Secretory leukocyte protease inhibitor)	SLPI	Ovis aries (Sheep)	132
Q6WXV7	reviewed	PC11X_PONPY	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X)	PCDH11X PCDH11 PCDHX	Pongo pygmaeus (Bornean orangutan)	1347
Q6WYY1	reviewed	PC11X_PANPA	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X)	PCDH11X PCDH11 PCDHX	Pan paniscus (Pygmy chimpanzee) (Bonobo)	1347
Q6X5T3	reviewed	SL5_BITAR	Snaclec 5 (C-type lectin 5) (CTL-5)		Bitis arietans (African puff adder)	152
Q6X5V1	reviewed	GDF8_BUBBU	Growth/differentiation factor 8 (GDF-8) (Myostatin)	MSTN GDF8	Bubalus bubalis (Domestic water buffalo)	375
Q6X782	reviewed	ZPBP2_RAT	Zona pellucida-binding protein 2	Zpbp2	Rattus norvegicus (Rat)	326
Q6X7V3	reviewed	INSL3_CANLF	Insulin-like 3 (Leydig insulin-like peptide) (Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B chain; Insulin-like 3 A chain]	INSL3 RLF	Canis lupus familiaris (Dog) (Canis familiaris)	132
Q6X862	reviewed	PC11X_GORGO	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome)	PCDH11X PCDH11 PCDHX	Gorilla gorilla gorilla (Western lowland gorilla)	1347
Q6XE38	reviewed	SG1D4_HUMAN	Secretoglobin family 1D member 4 (IFN-gamma-inducible secretoglobin) (IIS)	SCGB1D4 UNQ517/PRO812	Homo sapiens (Human)	83
Q6XLL5	reviewed	KAX6A_OPICA	Potassium channel toxin alpha-KTx 6.10 (OcKTx5)		Opistophthalmus carinatus (African yellow leg scorpion)	60
Q6XLL6	reviewed	KAX69_OPICA	Potassium channel toxin alpha-KTx 6.9 (OcKTx4)		Opistophthalmus carinatus (African yellow leg scorpion)	61
Q6XMH8	reviewed	DROS_DROSI	Drosocin antimicrobial peptides [Cleaved into: Drosocin; Buletin]	Dro	Drosophila simulans (Fruit fly)	64
Q6XZW6	reviewed	IFNB_TACAC	Interferon beta (IFN-beta)	IFNB1 IFNB	Tachyglossus aculeatus aculeatus (Southeast Australian short-beaked echidna)	187
Q6YK33	reviewed	INS_GORGO	Insulin [Cleaved into: Insulin B chain; Insulin A chain]	INS	Gorilla gorilla gorilla (Western lowland gorilla)	110
Q6YKB1	reviewed	16D10_MELIC	CLAVATA3/ESR (CLE)-related protein 16D10 (Esophageal gland cell secretory protein 16)	16D10 MSP16	Meloidogyne incognita (Southern root-knot nematode worm) (Oxyuris incognita)	43
Q6YNX4	reviewed	GLHA_MONDO	Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain)	CGA	Monodelphis domestica (Gray short-tailed opossum)	120
Q6ZNF0	reviewed	ACP7_HUMAN	Acid phosphatase type 7 (EC 3.1.3.2) (Purple acid phosphatase long form)	ACP7 PAPL PAPL1	Homo sapiens (Human)	438
Q6ZPB5	reviewed	SDIM1_HUMAN	Stress-responsive DNAJB4-interacting membrane protein 1	SDIM1	Homo sapiens (Human)	146
Q6ZQA6	reviewed	IGSF3_MOUSE	Immunoglobulin superfamily member 3 (IgSF3)	Igsf3 Kiaa0466	Mus musculus (Mouse)	1194
Q6ZQI3	reviewed	MLEC_MOUSE	Malectin	Mlec Kiaa0152	Mus musculus (Mouse)	291
Q6ZXC3	reviewed	TRH_CHICK	Pro-thyrotropin-releasing hormone (Pro-TRH) (Prothyroliberin) [Cleaved into: Thyrotropin-releasing hormone (TRH) (Protirelin) (TSH-releasing factor) (Thyroliberin) (Thyrotropin-releasing factor) (TRF); Thyroliberin-like]	TRH	Gallus gallus (Chicken)	260
Q6ZYM3	reviewed	ASIP_PIG	Agouti-signaling protein (ASP) (Agouti switch protein)	ASIP	Sus scrofa (Pig)	131
Q700K0	reviewed	SSPO_RAT	SCO-spondin	Sspo	Rattus norvegicus (Rat)	5141
Q70IB1	reviewed	RNS10_SHEEP	Inactive ribonuclease-like protein 10 (Protein Train A)	RNASE10	Ovis aries (Sheep)	212
Q70IB2	reviewed	RNS10_BOVIN	Inactive ribonuclease-like protein 10 (Protein Train A)	RNASE10	Bos taurus (Bovine)	211
Q70IB3	reviewed	RNS10_HORSE	Inactive ribonuclease-like protein 10 (Protein Train A)	RNASE10	Equus caballus (Horse)	213
Q70PR8	reviewed	PGPSD_DROSI	Peptidoglycan-recognition protein SD	PGRP-SD	Drosophila simulans (Fruit fly)	186
Q70PU1	reviewed	PGSC2_DROSI	Peptidoglycan-recognition protein SC2 (EC 3.5.1.28)	PGRP-SC2 GD10595	Drosophila simulans (Fruit fly)	184
Q70PU2	reviewed	PGSC1_DROSI	Peptidoglycan-recognition protein SC1a/b (EC 3.5.1.28)	PGRP-SC1a; PGRP-SC1b	Drosophila simulans (Fruit fly)	185
Q70PW6	reviewed	PGSB2_DROSI	Peptidoglycan-recognition protein SB2 (EC 3.5.1.28)	PGRP-SB2	Drosophila simulans (Fruit fly)	182
Q70RD5	reviewed	HCST_MACFA	Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10)	HCST DAP10	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	78
Q70SU7	reviewed	SALRN_SALAL	Cystein proteinase inhibitor protein salarin	salarin	Salvelinus alpinus (Arctic char) (Salmo alpinus)	342
Q70TH4	reviewed	SPP24_SHEEP	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)	SPP2 SPP24	Ovis aries (Sheep)	203
Q70XC3	reviewed	ALLT_SPOFR	Allatotropin (AT) (Spofr-AT)		Spodoptera frugiperda (Fall armyworm)	182
Q711P4	reviewed	CCL4_PIG	C-C motif chemokine 4 (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Small-inducible cytokine A4)	CCL4 MIP1B SCY4A	Sus scrofa (Pig)	92
Q711S8	reviewed	SPP24_PIG	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)	SPP2 SPP24	Sus scrofa (Pig)	204
Q717C1	reviewed	TS1R3_GORGO	Taste receptor type 1 member 3 (Sweet taste receptor T1R3)	TAS1R3 T1R3	Gorilla gorilla gorilla (Western lowland gorilla)	852
Q717C2	reviewed	TS1R3_PANTR	Taste receptor type 1 member 3 (Sweet taste receptor T1R3)	TAS1R3 T1R3	Pan troglodytes (Chimpanzee)	852
Q718F4	reviewed	NDB43_OLIMR	Peptide BmKb1 (Antimicrobial peptide-like protein) (BmKb1') (BmKb1*) (Non-disulfide-bridged peptide 4.2) (NDBP-4.2) (Non-disulfide-bridged peptide 4.3) (NDBP-4.3) (Toxin peptide 6)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	74
Q71M42	reviewed	PC11X_PANTR	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X)	PCDH11X PCDH11 PCDHX	Pan troglodytes (Chimpanzee)	1347
Q71QH5	reviewed	VSP08_TRIST	Snake venom serine protease KN8 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QH6	reviewed	VSP13_TRIST	Snake venom serine protease KN13 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258
Q71QH7	reviewed	VSPP_TRIST	Snake venom serine protease PA (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258
Q71QH9	reviewed	VSP14_TRIST	Snake venom serine protease KN14 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260
Q71QI0	reviewed	VSPH7_TRIST	Snake venom serine protease homolog KN7 (Serine proteinase-like protein KN7)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260
Q71QI1	reviewed	VSP12_TRIST	Snake venom serine protease KN12 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258
Q71QI2	reviewed	VSP2_TRIST	Snake venom serine protease CL2 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258
Q71QI3	reviewed	VSP5_TRIST	Snake venom serine protease CL5 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QI4	reviewed	VSP05_TRIST	Snake venom serine protease KN5 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260
Q71QI5	reviewed	VSP03_TRIST	Snake venom serine protease KN3 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QI7	reviewed	VSP11_TRIST	Snake venom serine protease KN11 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QI8	reviewed	VSP10_TRIST	Snake venom serine protease KN10 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QJ0	reviewed	VSP02_TRIST	Snake venom serine protease KN2 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QJ1	reviewed	VSP09_TRIST	Snake venom serine protease KN9 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QJ2	reviewed	VSP06_TRIST	Snake venom serine protease KN6 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260
Q71QJ3	reviewed	VSP01_TRIST	Snake venom serine protease KN1 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257
Q71QJ4	reviewed	VSPH4_TRIST	Snake venom serine protease homolog KN4 (Serine proteinase-like protein KN4)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260
Q71RP8	reviewed	SLAB3_TRIST	Snaclec stejaggregin-A subunit beta-3		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	148
Q71RP9	reviewed	SLAB2_TRIST	Snaclec stejaggregin-A subunit beta-2		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	148
Q71RQ0	reviewed	SLAB1_TRIST	Snaclec stejaggregin-A subunit beta-1		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	148
Q71RQ7	reviewed	SLBA_TRIST	Snaclec stejaggregin-B subunit alpha		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	156
Q71RR0	reviewed	SL9B3_TRIST	Snaclec coagulation factor IX/factor X-binding protein subunit B3 (IX/X-bp subunit B3)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	129
Q71RR1	reviewed	SL9B2_TRIST	Snaclec coagulation factor IX/factor X-binding protein subunit B2 (IX/X-bp subunit B2)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	146
Q71RR2	reviewed	SL9B1_TRIST	Snaclec coagulation factor IX/factor X-binding protein subunit B1 (IX/X-bp subunit B1)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	144
Q71RR4	reviewed	SLA_TRIST	Snaclec coagulation factor IX/factor X-binding protein subunit A (IX/X-bp subunit A)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	152
Q71U07	reviewed	TRBM_SAISC	Thrombomodulin (TM) (CD antigen CD141)	THBD TMSC	Saimiri sciureus (Common squirrel monkey)	575
Q75SZ9	reviewed	IL15_CAVPO	Interleukin-15 (IL-15)	IL15	Cavia porcellus (Guinea pig)	162
Q75V94	reviewed	CRSP1_CANLF	Calcitonin receptor-stimulating peptide 1 (CRSP-1)	CRSP1	Canis lupus familiaris (Dog) (Canis familiaris)	127
Q75V95	reviewed	CRSP1_BOVIN	Calcitonin receptor-stimulating peptide 1 (CRSP-1)	CRSP1	Bos taurus (Bovine)	125
Q75VT8	reviewed	HIDE1_MOUSE	Protein HIDE1 (Highly expressed in immature dendritic cell transcript 1 protein)	Hide1	Mus musculus (Mouse)	222
Q75WG5	reviewed	TXM14_MACGS	Delta-hexatoxin-Mg1b (Delta-HXTX-Mg1b) (Delta-atracotoxin-9) (Neurotoxin magi-14)		Macrothele gigas (Japanese funnel web spider)	70
Q75WG6	reviewed	TXM13_MACGS	U14-hexatoxin-Mg1a (U14-HXTX-Mg1a) (Neurotoxin magi-13)		Macrothele gigas (Japanese funnel web spider)	75
Q75WG7	reviewed	TX33A_MACGS	U13-hexatoxin-Mg1a (U13-HXTX-Mg1a) (Neurotoxin magi-12)		Macrothele gigas (Japanese funnel web spider)	124
Q75WH3	reviewed	TX24A_MACGS	U11-hexatoxin-Mg1a (U11-HXTX-Mg1a) (Neurotoxin magi-10)		Macrothele gigas (Japanese funnel web spider)	77
Q75WH4	reviewed	TXMG9_MACGS	U10-hexatoxin-Mg1a (U10-HXTX-Mg1a) (Neurotoxin magi-9)		Macrothele gigas (Japanese funnel web spider)	80
Q75WH5	reviewed	NTA_MACGS	U9-hexatoxin-Mg1a (U9-HXTX-Mg1a) (Neurotoxin magi-8)		Macrothele gigas (Japanese funnel web spider)	81
Q75WH6	reviewed	TXMG7_MACGS	U8-hexatoxin-Mg1a (U8-HXTX-Mg1a) (Neurotoxin magi-7)		Macrothele gigas (Japanese funnel web spider)	77
Q75ZP3	reviewed	IBP1_PIG	Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1)	IGFBP1	Sus scrofa (Pig)	262
Q762I5	reviewed	RETN_BOVIN	Resistin	RETN RSTN	Bos taurus (Bovine)	109
Q765I0	reviewed	UTS2B_HUMAN	Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein)	UTS2B URP UTS2D	Homo sapiens (Human)	119
Q765I1	reviewed	UTS2B_MOUSE	Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein)	Uts2b Urp Uts2d	Mus musculus (Mouse)	113
Q765P2	reviewed	PGRP3_HOLDI	Peptidoglycan-recognition protein 3 (Hd-PGRP-3)	PGRP-3	Holotrichia diomphalia (Korean black chafer)	187
Q765P3	reviewed	PGRP2_HOLDI	Peptidoglycan-recognition protein 2 (Hd-PGRP-2)	PGRP-2	Holotrichia diomphalia (Korean black chafer)	187
Q765P4	reviewed	PGRP1_HOLDI	Peptidoglycan-recognition protein 1 (Hd-PGRP-1)	PGRP-1	Holotrichia diomphalia (Korean black chafer)	197
Q76CA0	reviewed	NA2G3_STIGI	Delta-stichotoxin-Sgt3a (Delta-SHTX-Sgt3a) (Gigantoxin III) (Gigt III) (Gigantoxin-3)		Stichodactyla gigantea (Giant carpet anemone) (Priapus giganteus)	84
Q76CA3	reviewed	NA1G2_STIGI	Delta-stichotoxin-Sgt2a (Delta-SHTX-Sgt2a) (Gigantoxin II) (Gigt II) (Gigantoxin-2)		Stichodactyla gigantea (Giant carpet anemone) (Priapus giganteus)	74
Q76DT2	reviewed	TX60A_ACTVL	DELTA-thalatoxin-Avl2a (DELTA-TATX-Avl2a) (Toxin AvTX-60A) (Av60A)		Actineria villosa (Okinawan sea anemone)	498
Q76HP2	reviewed	T132D_RAT	Transmembrane protein 132D (Mature oligodendrocytes transmembrane protein) (Mature OL transmembrane protein)	Tmem132d Molt	Rattus norvegicus (Rat)	1097
Q76HP3	reviewed	T132D_MOUSE	Transmembrane protein 132D (Mature oligodendrocytes transmembrane protein) (Mature OL transmembrane protein)	Tmem132d Molt	Mus musculus (Mouse)	1097
Q76KW6	reviewed	ANFC_ACITR	C-type natriuretic peptide	cnp	Acipenser transmontanus (White sturgeon) (Sinosturio transmontanus)	150
Q76LU5	reviewed	IL21_BOVIN	Interleukin-21 (IL-21)	IL21	Bos taurus (Bovine)	152
Q76LU6	reviewed	IL21_PIG	Interleukin-21 (IL-21)	IL21	Sus scrofa (Pig)	152
Q78CF9	reviewed	PLIGB_NOTAT	Phospholipase A2 inhibitor NAI (Notechis ater inhibitor) (NAI) (gamma-PLI)		Notechis ater (Black tiger snake)	200
Q792G6	reviewed	GNAS3_RAT	Neuroendocrine secretory protein 55 (NESP55) [Cleaved into: LHAL tetrapeptide; GPIPIRRH peptide]	Gnas Gnas1	Rattus norvegicus (Rat)	256
Q7JFM2	reviewed	IL2_AOTLE	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF)	IL2	Aotus lemurinus (Gray-bellied night monkey)	154
Q7JFM3	reviewed	IL2_AOTNI	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF)	IL2	Aotus nigriceps (Black-headed night monkey)	154
Q7JFM4	reviewed	IL2_AOTVO	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF)	IL2	Aotus vociferans (Spix's night monkey) (Nyctipithecus vociferans)	154
Q7JFM5	reviewed	IL2_AOTNA	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF)	IL2	Aotus nancymaae (Ma's night monkey)	154
Q7JGL8	reviewed	DEFB1_ALLPU	Beta-defensin 1 (BD-1) (Defensin, beta 1)	DEFB1	Allochrocebus preussi (Preuss's monkey) (Cercopithecus preussi)	68
Q7JGL9	reviewed	DEFB1_TRAOB	Beta-defensin 1 (BD-1) (Defensin, beta 1)	DEFB1	Trachypithecus obscurus (Dusky leaf-monkey) (Presbytis obscura)	68
Q7JGM0	reviewed	DEFB1_TRACR	Beta-defensin 1 (BD-1) (Defensin, beta 1)	DEFB1	Trachypithecus cristatus (Silvered leaf-monkey) (Presbytis cristata)	68
