Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q5RCI9	reviewed	PCNP_PONAB	PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein)	PCNP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	178
Q5RCJ0	reviewed	ARHL1_PONAB	Inactive ADP-ribosyltransferase ARH2 (ADP-ribosylhydrolase-like protein 1) ([Protein ADP-ribosylarginine] hydrolase-like protein 1)	ADPRHL1 ARH2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	354
Q5RCJ2	reviewed	ZN614_PONAB	Zinc finger protein 614	ZNF614	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	585
Q5RCJ4	reviewed	D19L3_PONAB	Protein C-mannosyl-transferase DPY19L3 (EC 2.4.1.-) (Dpy-19-like protein 3) (Protein dpy-19 homolog 3)	DPY19L3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	716
Q5RCK5	reviewed	ASB7_PONAB	Ankyrin repeat and SOCS box protein 7 (ASB-7)	ASB7	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	318
Q5RCM6	reviewed	SOCS6_PONAB	Suppressor of cytokine signaling 6 (SOCS-6)	SOCS6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	535
Q5RCP3	reviewed	LSM8_PONAB	U6 snRNA-associated Sm-like protein LSm8	LSM8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	96
Q5RCR3	reviewed	RL4_PONAB	Large ribosomal subunit protein uL4 (60S ribosomal protein L4)	RPL4	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	427
Q5RCR6	reviewed	RABE2_PONAB	Rab GTPase-binding effector protein 2	RABEP2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	569
Q5RCR9	reviewed	CPPED_PONAB	Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1)	CPPED1 CSTP1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	314
Q5RCS8	reviewed	VATD_PONAB	V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)	ATP6V1D	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	247
Q5RCS9	reviewed	UFSP2_PONAB	Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	UFSP2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	469
Q5RCT0	reviewed	CX6B1_PONAB	Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)	COX6B1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	86
Q5RCT4	reviewed	CSRP1_PONAB	Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP1)	CSRP1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	193
Q5RCU0	reviewed	TF2AA_PONAB	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)]	GTF2A1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	376
Q5RCU2	reviewed	MED12_PONPY	Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (Trinucleotide repeat-containing gene 11 protein)	MED12 TNRC11	Pongo pygmaeus (Bornean orangutan)	2181
Q5RCV7	reviewed	INT12_PONAB	Integrator complex subunit 12 (Int12) (PHD finger protein 22)	INTS12 PHF22	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	462
Q5RCW6	reviewed	RBG1L_PONAB	Rab GTPase-activating protein 1-like	RABGAP1L	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	815
Q5RCX2	reviewed	L2GL2_PONAB	LLGL scribble cell polarity complex component 2 (Lethal(2) giant larvae protein homolog 2)	LLGL2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1019
Q5RCX3	reviewed	TAF1D_PONAB	TATA box-binding protein-associated factor RNA polymerase I subunit D (TATA box-binding protein-associated factor 1D) (TBP-associated factor 1D) (Transcription initiation factor SL1/TIF-IB subunit D)	TAF1D JOSD3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	278
Q5RCX4	reviewed	ZN547_PONAB	Zinc finger protein 547	ZNF547	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	402
Q5RCZ2	reviewed	CY561_PONAB	Transmembrane ascorbate-dependent reductase CYB561 (EC 7.2.1.-) (Cytochrome b-561) (Cytochrome b561)	CYB561	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	251
Q5RCZ5	reviewed	NR2C1_PONAB	Nuclear receptor subfamily 2 group C member 1	NR2C1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	601
Q5RD01	reviewed	CDK18_PONAB	Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3)	CDK18 PCTAIRE3 PCTK3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	474
Q5RD06	reviewed	POC1B_PONAB	POC1 centriolar protein homolog B (WD repeat-containing protein 51B)	POC1B WDR51B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	451
Q5RD13	reviewed	LBH_PONAB	Protein LBH	LBH	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	105
Q5RD21	reviewed	TBC31_PONAB	TBC1 domain family member 31	TBC1D31	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	944
Q5RD22	reviewed	VISL1_PONAB	Visinin-like protein 1 (VILIP)	VSNL1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	191
Q5RD23	reviewed	ATPO_PONAB	ATP synthase peripheral stalk subunit OSCP, mitochondrial (ATP synthase subunit O) (Oligomycin sensitivity conferral protein) (OSCP)	ATP5PO ATP5O	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	213
Q5RD26	reviewed	HNRH2_PONAB	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	HNRNPH2 HNRPH2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	449
Q5RD29	reviewed	EIF1A_PONAB	Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)	EIF1AD	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	166
Q5RD32	reviewed	GOPC_PONAB	Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (PDZ protein interacting specifically with TC10) (PIST)	GOPC CAL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	462
Q5RD33	reviewed	APBA2_PONAB	Amyloid-beta A4 precursor protein-binding family A member 2	APBA2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	749
Q5RD48	reviewed	OCAD1_PONAB	OCIA domain-containing protein 1	OCIAD1 Asrij	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	245
Q5RD50	reviewed	CCNL1_PONAB	Cyclin-L1	CCNL1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	172
Q5RD56	reviewed	CFLAR_PONAB	CASP8 and FADD-like apoptosis regulator [Cleaved into: CASP8 and FADD-like apoptosis regulator subunit p43; CASP8 and FADD-like apoptosis regulator subunit p12]	CFLAR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	480
Q5RD67	reviewed	S2544_PONAB	Solute carrier family 25 member 44	SLC25A44	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	314
Q5RD71	reviewed	KHK_PONAB	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	KHK	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	297
Q5RD78	reviewed	HECD2_PONAB	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	HECTD2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	776
Q5RD81	reviewed	GHC1_PONAB	Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	323
Q5RD91	reviewed	CHRD1_PONAB	Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHP-1) (Protein morgana)	CHORDC1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	332
Q5RD94	reviewed	MED6_PONAB	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	246
Q5RD97	reviewed	OBI1_PONAB	ORC ubiquitin ligase 1 (OBI1) (EC 2.3.2.27) (RING finger protein 219)	OBI1 RNF219	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	726
Q5RDA1	reviewed	ARP8_PONAB	Actin-related protein 8	ACTR8 ARP8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	624
Q5RDA3	reviewed	CSTF2_PONAB	Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit) (CSTF 64 kDa subunit) (CstF-64)	CSTF2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	577
Q5RDB5	reviewed	CNIH1_PONAB	Protein cornichon homolog 1 (CNIH-1) (Cornichon family AMPA receptor auxiliary protein 1) (Protein cornichon homolog)	CNIH1 CNIH	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	144
Q5RDB8	reviewed	NIPA3_PONAB	Magnesium transporter NIPA3 (NIPA-like protein 1) (Non-imprinted in Prader-Willi/Angelman syndrome region protein 3 homolog)	NIPAL1 NIPA3 NPAL1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	410
Q5RDB9	reviewed	TADA1_PONAB	Transcriptional adapter 1 (Transcriptional adapter 1-like protein)	TADA1 TADA1L	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	335
Q5RDC1	reviewed	WASC2_PONAB	WASH complex subunit 2	Washc2 FAM21	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1340
Q5RDC9	reviewed	S35D2_PONAB	Nucleotide sugar transporter SLC35D2 (Solute carrier family 35 member D2)	SLC35D2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	355
Q5RDD3	reviewed	ETFD_PONAB	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)	ETFDH	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	617
Q5RDD6	reviewed	C42S1_PONAB	CDC42 small effector protein 1	CDC42SE1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	79
Q5RDD7	reviewed	BROX_PONAB	BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein)	BROX	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	411
Q5RDE5	reviewed	DJC27_PONAB	DnaJ homolog subfamily C member 27 (Rab and DnaJ domain-containing protein)	DNAJC27 RBJ	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	273
Q5RDF5	reviewed	JAZF1_PONAB	Juxtaposed with another zinc finger protein 1	JAZF1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	243
Q5RDF9	reviewed	DCNL5_PONAB	DCN1-like protein 5 (DCUN1 domain-containing protein 5) (Defective in cullin neddylation protein 1-like protein 5) (Squamous cell carcinoma-related oncogene 5)	DCUN1D5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	237
Q5RDH8	reviewed	PSA7_PONAB	Proteasome subunit alpha type-7	PSMA7	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	248
Q5RDI0	reviewed	SRBD1_PONAB	S1 RNA-binding domain-containing protein 1	SRBD1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	995
Q5RDI4	reviewed	AIF1L_PONAB	Allograft inflammatory factor 1-like (Ionized calcium-binding adapter molecule 2)	AIF1L IBA2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	150
Q5RDI7	reviewed	RS15_PONAB	Small ribosomal subunit protein uS19 (40S ribosomal protein S15)	RPS15	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	145
Q5RDJ0	reviewed	T10B_PONAB	Mitochondrial import inner membrane translocase subunit Tim10 B (Mitochondrial import inner membrane translocase subunit Tim9 B) (TIMM10B) (Tim10b)	TIMM10B FXC1 TIM9B TIMM9B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	102
Q5RDJ2	reviewed	ZMYM2_PONAB	Zinc finger MYM-type protein 2 (Zinc finger protein 198)	ZMYM2 ZNF198	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1377
Q5RDJ5	reviewed	CYB5B_PONAB	Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)	CYB5B CYB5M	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	150
Q5RDK5	reviewed	DCUP_PONAB	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	UROD	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	367
Q5RDK8	reviewed	MACIR_PONAB	Macrophage immunometabolism regulator	MACIR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	206
Q5RDL3	reviewed	SGIP1_PONAB	SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein)	SGIP1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	804
Q5RDM3	reviewed	APH1B_PONAB	Gamma-secretase subunit APH-1B (APH-1b) (Aph-1beta)	APH1B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	257
Q5RDM4	reviewed	HSP74_PONAB	Heat shock 70 kDa protein 4	HSPA4 HSPH2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	840
Q5RDN2	reviewed	SPRE2_PONAB	Sprouty-related, EVH1 domain-containing protein 2 (Spred-2)	SPRED2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	418
Q5RDN3	reviewed	PSMF1_PONAB	Proteasome inhibitor PI31 subunit	PSMF1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	271
Q5RDP0	reviewed	AGT1_PONAB	Alanine--glyoxylate aminotransferase (AGT) (EC 2.6.1.44) (Serine--pyruvate aminotransferase) (SPT) (EC 2.6.1.51)	AGXT	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	392
Q5RDP3	reviewed	STYX_PONAB	Serine/threonine/tyrosine-interacting protein (Inactive tyrosine-protein phosphatase STYX) (Phosphoserine/threonine/tyrosine interaction protein)	STYX	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	223
Q5RDP4	reviewed	SYLM_PONAB	Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	LARS2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	903
Q5RDP8	reviewed	PACC1_PONAB	Proton-activated chloride channel (PAC) (Transmembrane protein 206)	PACC1 TMEM206	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	350
Q5RDP9	reviewed	AP3S2_PONAB	AP-3 complex subunit sigma-2 (AP-3 complex subunit sigma-3B) (Adaptor-related protein complex 3 subunit sigma-2) (Sigma-3B-adaptin) (Sigma3B-adaptin) (Sigma-adaptin 3b)	AP3S2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	193
Q5RDQ0	reviewed	SSBP_PONAB	Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB)	SSBP1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	148
Q5RDQ6	reviewed	ZN507_PONAB	Zinc finger protein 507	ZNF507	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	953
Q5RDQ7	reviewed	VATC1_PONAB	V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)	ATP6V1C1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	382
Q5RDR2	reviewed	RFX2_PONAB	DNA-binding protein RFX2 (Regulatory factor X 2)	RFX2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	704
Q5RDS6	reviewed	EZH1_PONAB	Histone-lysine N-methyltransferase EZH1 (EC 2.1.1.356) (Enhancer of zeste homolog 1)	EZH1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	747
Q5RDU4	reviewed	PARP6_PONAB	Protein mono-ADP-ribosyltransferase PARP6 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 17) (ARTD17) (Poly [ADP-ribose] polymerase 6) (PARP-6)	PARP6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	610
Q5RDU7	reviewed	YPEL5_PONAB	Protein yippee-like 5	YPEL5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	121
Q5RDU9	reviewed	EDC3_PONAB	Enhancer of mRNA-decapping protein 3 (YjeF domain-containing protein 1)	EDC3 YJDC	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	508
Q5RDV8	reviewed	METL6_PONAB	tRNA N(3)-cytidine methyltransferase METTL6 (EC 2.1.1.-) (Methyltransferase-like protein 6)	METTL6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	282
Q5RDW1	reviewed	MTG2_PONAB	Mitochondrial ribosome-associated GTPase 2 (GTP-binding protein 5)	MTG2 GTPBP5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	406
Q5RDW4	reviewed	EM55_PONAB	55 kDa erythrocyte membrane protein (p55) (Membrane protein, palmitoylated 1)	MPP1 EMP55	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	466
Q5RDX1	reviewed	Z585A_PONAB	Zinc finger protein 585A	ZNF585A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	737
Q5RDZ2	reviewed	CRYL1_PONAB	Lambda-crystallin homolog (EC 1.1.1.45) (L-gulonate 3-dehydrogenase) (Gul3DH)	CRYL1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	319
Q5RE06	reviewed	ATX10_PONAB	Ataxin-10 (Spinocerebellar ataxia type 10 protein homolog)	ATXN10	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	476
Q5RE09	reviewed	DC1L2_PONAB	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic)	DYNC1LI2 DNCLI2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	492
Q5RE10	reviewed	EIPR1_PONAB	EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)	EIPR1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	414
Q5RE14	reviewed	MT21A_PONAB	Protein N-lysine methyltransferase METTL21A (EC 2.1.1.-) (Methyltransferase-like protein 21A)	METTL21A FAM119A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	236
Q5RE15	reviewed	PSMD8_PONAB	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12)	PSMD8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	289
Q5RE28	reviewed	ATG13_PONAB	Autophagy-related protein 13	ATG13	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	517
Q5RE49	reviewed	TCHP_PONAB	Trichoplein keratin filament-binding protein (Protein TCHP) (Mitochondrial protein with oncostatic activity) (Mitostatin)	TCHP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	498
Q5RE50	reviewed	ZN215_PONAB	Zinc finger protein 215	ZNF215	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	517
Q5RE52	reviewed	APC5_PONAB	Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5)	ANAPC5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	755
Q5RE62	reviewed	EFCB6_PONAB	EF-hand calcium-binding domain-containing protein 6 (DJ-1-binding protein) (DJBP)	EFCAB6 DJBP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1013
Q5RE63	reviewed	UBP18_PONAB	Ubl carboxyl-terminal hydrolase 18 (EC 3.4.19.12) (ISG15-specific-processing protease) (Ubl thioesterase 18)	USP18	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	375
Q5RE65	reviewed	CWC15_PONAB	Spliceosome-associated protein CWC15 homolog	CWC15	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	229
Q5RE70	reviewed	INT3_PONAB	Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A)	INTS3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1043
Q5RE79	reviewed	ODPB_PONAB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	PDHB	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	359
Q5RE82	reviewed	DPH2_PONAB	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (Diphthamide biosynthesis protein 2) (Diphtheria toxin resistance protein 2) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 2)	DPH2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	489
Q5RE85	reviewed	SIA10_PONAB	Type 2 lactosamine alpha-2,3-sialyltransferase (EC 2.4.3.6) (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (ST3GalVI) (Sialyltransferase 10)	ST3GAL6 SIAT10	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	331
Q5RE99	reviewed	MIMS1_PONAB	Mitochondrial inner membrane scaffold 1 (Protein FAM210A)	MIMS1 FAM210A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	272
Q5REA8	reviewed	TXD17_PONAB	Thioredoxin domain-containing protein 17 (Thioredoxin-like protein 5)	TXNDC17 TXNL5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	123
Q5REB1	reviewed	MPPD2_PONAB	Metallophosphoesterase MPPED2 (EC 3.1.-.-) (Metallophosphoesterase domain-containing protein 2)	MPPED2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	294
Q5REB4	reviewed	STX18_PONAB	Syntaxin-18	STX18	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	335
Q5REC6	reviewed	GRL1A_PONAB	DNA-directed RNA polymerase II subunit GRINL1A (DNA-directed RNA polymerase II subunit M) (Glutamate receptor-like protein 1A)	POLR2M GRINL1A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	367
Q5RED5	reviewed	T22D3_PONAB	TSC22 domain family protein 3	TSC22D3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	134
Q5REE0	reviewed	UTP15_PONAB	U3 small nucleolar RNA-associated protein 15 homolog	UTP15	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	518
Q5REE1	reviewed	MIER1_PONAB	Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)	MIER1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	512
Q5REE2	reviewed	AEN_PONAB	Apoptosis-enhancing nuclease (EC 3.1.-.-) (Interferon-stimulated 20 kDa exonuclease-like 1)	AEN ISG20L1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	325
Q5REE6	reviewed	WDR12_PONAB	Ribosome biogenesis protein WDR12 (WD repeat-containing protein 12)	WDR12	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	423
Q5REF1	reviewed	ZN181_PONAB	Zinc finger protein 181	ZNF181	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	615
Q5REF4	reviewed	SLF2_PONAB	SMC5-SMC6 complex localization factor protein 2	SLF2 FAM178A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1174
Q5REF9	reviewed	TYW1_PONAB	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 1) (tRNA wybutosine-synthesizing protein 1 homolog) (tRNA-yW-synthesizing protein)	TYW1 RSAFD1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	732
Q5REG2	reviewed	COX5B_PONAB	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	COX5B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	129
Q5REG8	reviewed	SEP10_PONAB	Septin-10	SEPTIN10 SEPT10	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	467
Q5REH3	reviewed	SYRM_PONAB	Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	RARS2 RARSL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	578
Q5REH7	reviewed	GBG5_PONAB	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	GNG5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	68
Q5REH8	reviewed	APC16_PONAB	Anaphase-promoting complex subunit 16 (APC16) (Cyclosome subunit 16)	ANAPC16	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	110
Q5REI5	reviewed	C3AR_PONAB	C3a anaphylatoxin chemotactic receptor (C3AR) (C3a-R)	C3AR1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	482
Q5REI6	reviewed	ZN791_PONAB	Zinc finger protein 791	ZNF791	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	576
Q5REJ9	reviewed	TRI54_PONAB	Tripartite motif-containing protein 54	TRIM54	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	358
Q5REK0	reviewed	FMO2_PONAB	Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.-) (Dimethylaniline oxidase 2) (FMO 1B1) (Pulmonary flavin-containing monooxygenase 2) (FMO 2)	FMO2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	535
Q5REK3	reviewed	MPPB_PONAB	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP)	PMPCB	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	489
Q5REL1	reviewed	KAP0_PONAB	cAMP-dependent protein kinase type I-alpha regulatory subunit	PRKAR1A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	381
